VARIABLES	"Variable
Name"	Model Generated	Monetary	Default Variable	"Default
Value"	"Automatic
Label"																												
	yptmpnt	0	1	n/a	0	income : private transfers : maintenance payment : not taxable	-	-	maintenance payments (non-taxable)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yptmptx	0	1	n/a	0	income : private transfers : maintenance payment : taxable	-	-	maintenance payments (taxable)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yptot	0	1	n/a	0	income : private transfers : other	-	Income received by people aged under 16	-	other private transfers	-	-	-	-	-	-	-	private transfers (non taxable)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yse	0	1	n/a	0	income : self employment	income from self-employment	income from self-employment	income from self-employment	self-employment income	income : self employment	self-employment income	Self-employment income	Cash benefits and losses from self-employment (Hrube prijmy z hlavniho podnikani)	self-employment income (rendimientos del trabajo por cuenta propia)	self-employment income	self-employment income	self-employment income	-	-	-	-	-	-	-	-	-	self-employment income (rendimento monetário do trabalho por conta própria)	-	income from self-employment	income from self-employment	-	-	
	yse00	0	1	n/a	1E-13	income : self employment : main/basic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Self Employment: gross profit	-	
	yseag	0	1	n/a	0	income : self employment : agriculture	-	-	self-employment income from agriculture	-	self-employment income from agriculture	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysebs	0	1	n/a	0	income : self employment : business	-	-	self-employment income from other than agriculture	-	self-employment income from business (non agriculture)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yseev	0	1	n/a	0	income : self employment : including evasion	-	Selfemp income including evasion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yseil	0	1	n/a	0	income : self employment : intellectual activities	-	-	-	tax credit element - switched off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yselo_s	1	1	n/a	0.0000000000001	income : self employment : loss : simulated	-	Self employment loss	-	-	-	-	-	-	-	-	-	Self-employment loss	Self employment loss	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysemy	0	0	n/a	0	income : self employment : months per year	-	-	-	-	self-employment income: no. months received in the year	self-employment income: no. months received in the year	-	Months self-employed  during last 12 months (pocet mesicu  behem poslednich 12 mesicu jako podnikatel)	no. of months receiving self-employment income (no. de meses recibiendo rendimientos del trabajo por cuenta propia)	no. of months receiving self-employment income	no. of months receiving self-employment income	-	-	-	-	-	-	-	-	-	-	no. of months receiving self-employment income (nº de meses a receber rendimento monetário do trabalho por conta própria)	-	self-employment income: no. months received in the year	self-employment income: no. months received in the year	-	-	
	ysena	0	1	n/a	0	income : self employment : non-registered activity	-	-	income from unregistered self-employment activities	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysenr	0	1	n/a	0	income : self employment : non reported	-	Non reported self-empl income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysenr_s	1	1	n/a	1E-13	income : self employment : non reported : simulated	-	Non declared self-empl income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysepv	0	1	n/a	0	income : self employment : previous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysera	0	1	n/a	0	income : self employment : registered activity	-	-	income from registered self-employment activities	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysetx_s	1	1	n/a	1E-13	income : self employment : taxable : simulated	-	-	taxable income from self-employment	-	-	-	-	-	-	taxable income from self-employment	taxable self-employment income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yst	0	1	n/a	0	income : student	-	-	-	-	-	income from student work	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ysv	0	1	n/a	0	income : severance pay	-	-	-	-	income : severance pay	-	-	-	severance payment (indemnización por cese)	-	-	-	-	-	-	-	-	-	-	-	-	severance payment (indemnização por despedimento)	-	-	-	-	-	
	yunsv	0	1	n/a	0	income : unemployment : severance pay	-	Severance pay (Liquidazioni da lavoro - TFR)	severance pay	-	-	-	-	-	-	severance pay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	sys_end_var														-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
